,longitude,latitude
1505,7.58627986907959,48.0243988037109
2754,9.82544994354248,48.0004997253418
4784,9.71605968475342,50.4859008789062
5934,7.91076993942261,47.611301422119105
6471,7.904950141906741,47.6226997375488
8086,9.03495025634766,48.6208000183105
9494,12.0377998352051,49.8361015319824
10864,11.0715999603271,50.139198303222706
12228,11.946399688720698,50.2252006530762
12803,11.916899681091301,50.308498382568395
13023,10.7171001434326,50.930999755859396
15091,8.40612030029297,48.468299865722706
16486,7.8137102127075195,48.126800537109396
17061,8.96061038970947,48.6892013549805
17856,8.13016033172607,48.738899230957
19006,9.61826038360596,47.7762985229492
20414,7.80729007720947,48.353298187255895
20634,10.6920003890991,50.644500732421896
21564,11.559200286865199,49.9385986328125
23322,10.459699630737301,50.296901702880895
23802,9.9547700881958,47.689701080322294
24631,7.645189762115481,47.865299224853494
25426,8.572190284729,48.5331001281738
26001,10.883399963378901,49.912899017334006
26823,10.239500045776401,47.7476997375488
27393,8.9370002746582,48.956298828125
28544,11.371600151062,48.3487014770508
30011,7.72502994537354,47.937198638915994
31350,11.265199661254899,48.221500396728494
32159,10.985099792480499,50.2218017578125
33293,7.84647989273071,47.6999015808105
33517,12.595600128173801,47.9338989257812
34951,11.5732002258301,47.687801361084006
36782,11.369199752807601,48.497501373290994
37354,13.0848999023438,48.6691017150879
38871,8.05955982208252,48.6295013427734
39447,8.16901016235352,49.560298919677706
39917,8.17455005645752,49.56230163574221
40386,11.410400390625,48.378501892089794
41769,9.48812961578369,48.1500015258789
42456,11.0704002380371,48.23429870605471
42676,11.6627998352051,47.9715995788574
43729,7.55162000656128,51.3658981323242
44304,11.3752002716064,48.78340148925779
44880,8.15738964080811,48.816799163818395
45799,7.84632015228271,48.012298583984396
46020,11.427599906921401,48.4294013977051
46592,11.343899726867699,48.4607009887695
47163,7.6557497978210405,47.603599548339794
48604,10.814100265502901,48.51969909667971
49082,11.716400146484402,47.9841995239258
49916,9.79010009765625,50.287200927734396
50136,11.636899948120101,48.780101776123
50614,12.2358999252319,48.770599365234396
51189,12.5184001922607,49.191501617431605
51334,11.1972999572754,48.8823013305664
51909,12.114800453186,49.006198883056605
52484,10.9153995513916,48.380199432373
53410,11.4388999938965,48.3347015380859
54108,10.169500350952099,48.915901184082
54653,12.348400115966802,47.842201232910206
55131,9.75662994384766,47.9258003234863
56525,12.1625003814697,49.694000244140604
57099,12.3493995666504,49.618900299072294
58947,12.102499961853,49.334201812744105
60790,9.73367023468018,50.5276985168457
62254,9.19287967681885,50.1953010559082
63404,9.6128396987915,48.2426986694336
65388,9.53514003753662,50.3552017211914
65608,9.39844036102295,51.0377998352051
66183,8.53382968902588,50.9057006835938
66759,8.39647006988525,51.056999206543
67813,8.75177001953125,50.7924003601074
69149,10.0055999755859,54.039100646972706
69640,9.9869499206543,54.08869934082029
69866,8.39472007751465,48.5639991760254
70972,8.76208019256592,50.2267990112305
73319,11.127699851989698,53.1045989990234
74373,11.2208995819092,52.9539985656738
74940,11.4200000762939,53.234100341796896
75515,11.490099906921401,52.879600524902294
76091,11.7451000213623,52.888999938964794
76665,11.481300354003901,53.0984992980957
77241,11.7687997817993,52.7732009887695
78170,11.2756996154785,53.1348991394043
78869,8.839599609375,50.556400299072294
79839,9.728400230407711,48.3222999572754
80308,9.329400062561039,50.9687004089355
81327,7.83756017684937,47.9896011352539
81804,8.11639022827148,49.211799621582
83912,12.535900115966802,49.1887016296387
85223,11.177000045776401,48.4950981140137
86018,11.0820999145508,53.094898223877
86851,12.420100212097198,50.4970016479492
87071,11.388500213622999,48.326000213623
88218,9.70156955718994,48.23320007324221
88783,8.5496997833252,50.8536987304688
89354,12.0398998260498,50.2538986206055
89929,11.7347002029419,52.998199462890604
90406,8.42724990844727,50.9292984008789
90977,8.69174003601074,51.730899810790994
91552,11.3857002258301,50.102298736572294
93779,10.2510995864868,47.5516014099121
93999,8.736630439758299,50.4575996398926
94778,9.27563953399658,51.050998687744105
95353,9.200249671936039,51.0093002319336
95928,10.0413999557495,47.698299407959006
96503,9.51066970825195,53.2844009399414
96800,8.32744026184082,49.0089988708496
97280,8.7885799407959,51.0551986694336
98210,10.463800430297901,52.6533012390137
98785,11.8538999557495,49.4514007568359
99005,9.07227039337158,48.120601654052706
99569,10.4863996505737,52.8339996337891
100144,11.523500442504899,48.4287986755371
100715,11.306699752807601,48.33110046386721
101259,11.3535003662109,48.3810005187988
102196,10.6294002532959,53.270599365234396
102772,9.50477027893066,47.7966995239258
103347,7.43583011627197,52.3182983398438
104087,12.860199928283699,48.7840995788574
104828,8.81289005279541,50.5190010070801
105403,10.5963001251221,52.726100921630895
106101,8.38033008575439,50.367000579834006
107057,10.7391996383667,53.285400390625
108668,9.16055965423584,52.6595993041992
109146,9.22023963928223,52.6335983276367
110199,7.9050498008728,47.9868011474609
111603,12.1875,49.8058013916016
111823,8.17319965362549,51.3646011352539
112965,9.83275032043457,50.58940124511721
115169,8.9762601852417,50.0539016723633
116825,12.1596002578735,49.698299407959006
118195,9.639180183410641,50.398101806640604
118770,9.686300277709961,50.5500984191895
119346,9.55807971954346,51.9887008666992
119824,9.47774982452393,51.9846000671387
120301,11.388400077819801,48.775699615478494
120876,11.2608995437622,48.5505981445312
122588,11.8287000656128,47.763698577880895
122780,12.236300468444801,48.05619812011721
123355,10.3421001434326,51.6503982543945
123930,10.316800117492699,51.6447982788086
124506,11.972999572753901,52.8602981567383
125080,11.8839998245239,48.9216995239258
125655,11.9591999053955,48.0330009460449
126230,12.170999526977502,48.269100189209006
126805,9.89202976226807,47.9115982055664
127925,9.56239986419678,50.68009948730471
128492,11.478799819946301,48.4161987304688
130100,9.61868000030518,52.9021987915039
130675,10.518699645996099,53.2295989990234
131804,10.412599563598599,53.388999938964794
132379,10.7355003356934,53.1885986328125
132954,10.5041999816895,53.2858009338379
133825,8.89461994171143,48.6208000183105
134755,7.59441995620728,51.247398376464794
134975,7.60967016220093,51.2382011413574
135550,7.28336000442505,51.2924003601074
136028,9.471489906311039,47.737098693847706
136745,9.797300338745119,48.685699462890604
136987,11.860600471496598,52.7277984619141
137561,11.447999954223599,48.3609008789062
138484,12.184800148010302,49.45539855957029
138705,9.965020179748539,52.2108001708984
139277,11.7405004501343,50.27690124511721
139853,8.53964996337891,50.7568016052246
140325,10.967100143432601,48.512001037597706
141987,9.14811038970947,49.917198181152294
142670,11.913299560546902,49.717399597168
144040,7.85793018341064,50.4734001159668
145239,8.74186038970947,52.08760070800779
145459,10.7171001434326,52.08039855957029
146034,10.263500213623,47.894100189209006
147086,7.987860202789309,51.9491996765137
147652,11.616600036621099,48.75920104980471
148678,9.63409042358398,51.935298919677706
149236,10.7941999435425,51.8375015258789
149473,6.81178998947144,50.4454002380371
150403,7.60541009902954,50.3249015808105
150623,11.6652002334595,52.131900787353494
151198,10.336199760437,52.1403007507324
151773,7.10048007965088,53.497798919677706
152348,7.861559867858889,52.186100006103494
152923,8.237339973449709,53.1516990661621
153498,13.4715003967285,52.1710014343262
154073,8.01391983032227,53.3955001831055
154648,10.454899787902802,51.226600646972706
155223,10.1723003387451,47.979698181152294
155798,9.31608963012695,52.43009948730471
156373,12.0909996032715,50.1963005065918
157303,9.53003025054932,47.6309013366699
157523,8.71208953857422,50.5749015808105
158098,8.34784984588623,50.807201385498
158673,10.0952997207642,50.2849998474121
159248,9.4778995513916,52.5107002258301
159823,11.4728002548218,51.6041984558105
160398,9.959710121154789,52.6339988708496
160973,7.79398012161255,51.6884994506836
161548,10.409199714660598,53.029300689697294
162123,10.196499824523901,54.3296012878418
162698,10.549699783325199,53.362701416015604
163273,8.89861011505127,52.288700103759794
163848,10.7729997634888,51.301399230957
164423,9.610960006713869,53.9572982788086
164998,9.67448997497559,53.6851997375488
165573,10.2047004699707,53.5401000976562
166148,10.7574996948242,54.1874008178711
166723,10.543999671936001,53.3847999572754
167298,9.941240310668949,53.7420997619629
167873,8.97299957275391,53.027801513671896
168448,8.80144023895264,52.2070999145508
169023,7.30649995803833,52.0789985656738
169598,12.387900352478,52.940299987793
170173,9.43564033508301,53.797698974609396
170748,7.07325983047485,51.2793998718262
171323,6.944729804992679,51.6744995117188
171898,7.28414011001587,51.8362007141113
172473,8.29866027832031,51.8541984558105
173048,7.10786008834839,51.308799743652294
173623,8.8827600479126,51.9305000305176
174198,8.59313011169434,51.9963989257812
174773,7.76852989196777,51.395198822021506
175348,8.90172004699707,52.274299621582
175923,8.51124000549316,51.8820991516113
176498,9.83318996429443,54.474700927734396
177073,6.9800701141357395,50.961799621582
177648,7.13762998580933,51.3712005615234
178223,6.4549298286438,51.1660003662109
178798,7.463689804077151,51.5742988586426
179373,8.55918979644775,52.1347999572754
179948,8.76852989196777,52.0666007995605
180523,10.178799629211401,52.342800140380895
181098,13.438500404357901,52.671600341796896
181673,13.2671003341675,53.7729988098145
